"","data","horario","id_video","id_plataforma","alim_disp","alim_esco_capuchin","id_animal","id_especie","sex_age","n_classe","n_total","id_capuchin","alim","vocalizacao","agonismo_disputa_alimento","agonismo_deslocar","agonismo_deslocado","agonismo_ameaca","agonismo_int_intra","agonismo_int_inter","positiva_int_intra","positiva_int_inter","neutra_int_intra","neutra_int_inter"
"81",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2025-07-04,1899-12-31 11:11:00,7040035,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2025-07-04,1899-12-31 11:12:00,7040036,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2025-07-04,1899-12-31 11:12:00,7040036,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2025-07-04,1899-12-31 11:12:00,7040036,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2025-07-04,1899-12-31 11:12:00,7040036,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2025-07-04,1899-12-31 11:12:00,7040036,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2025-07-04,1899-12-31 11:12:00,7040036,4,"abacate",NA,"capivara","Hydrochoerus hydrochaeris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2025-07-05,1899-12-31 00:11:00,7050037,4,"abacate",NA,"sarue","Didelphis albiventris",NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2025-07-05,1899-12-31 00:12:00,7050038,4,"abacate",NA,"sarue","Didelphis albiventris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2025-07-05,1899-12-31 22:46:00,7050039,4,"abacate",NA,"sarue","Didelphis albiventris",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2025-07-09,1899-12-31 14:18:00,7090022,3,"nada (alim caiu no chao)","casca ni (pega do chao)","macaco prego","Sapajus nigritus cucullatus","MA",1,1,"alfa","1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2025-07-09,1899-12-31 14:19:00,7090023,3,"nada (alim caiu no chao)","casca ni (pega do chao)","macaco prego","Sapajus nigritus cucullatus","MA",1,2,"alfa","1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"100",2025-07-09,1899-12-31 14:19:00,7090023,3,"nada","casca ni","macaco prego","Sapajus nigritus cucullatus","FA",1,2,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"101",2025-07-09,1899-12-31 14:38:00,7090024,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","NI",1,1,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
